Map,Half,CT Score,TR Score,Players JSON,Date,Match ID
de_tuscan,First Half,9,6,"[{""name"": ""poopies__"", ""kills"": 21, ""deaths"": 9, ""flag"": ""🇺"", ""team"": ""CT""}, {""name"": ""HostVirus"", ""kills"": 19, ""deaths"": 8, ""flag"": ""🇺"", ""team"": ""CT""}, {""name"": ""Burakkkkkkk"", ""kills"": 15, ""deaths"": 9, ""flag"": ""🇩"", ""team"": ""CT""}, {""name"": ""ppe - RAT of RATs"", ""kills"": 8, ""deaths"": 12, ""flag"": ""🇬"", ""team"": ""CT""}, {""name"": ""OBBE_ex"", ""kills"": 0, ""deaths"": 5, ""flag"": ""🇳"", ""team"": ""CT""}, {""name"": ""RichNigga_ex"", ""kills"": 16, ""deaths"": 12, ""flag"": ""🇨"", ""team"": ""TR""}, {""name"": ""NsD"", ""kills"": 11, ""deaths"": 13, ""flag"": ""🇪"", ""team"": ""TR""}, {""name"": ""Ganso"", ""kills"": 9, ""deaths"": 12, ""flag"": ""🇧"", ""team"": ""TR""}, {""name"": ""PAWELEQQKHS"", ""kills"": 9, ""deaths"": 13, ""flag"": ""🇵"", ""team"": ""TR""}, {""name"": ""TRACK"", ""kills"": 5, ""deaths"": 14, ""flag"": ""🇧"", ""team"": ""TR""}]",2025-09-22,11
de_tuscan,Second Half,2,7,"[{""name"": ""RichNigga_ex"", ""kills"": 9, ""deaths"": 7, ""flag"": ""🇨"", ""team"": ""CT""}, {""name"": ""Ganso"", ""kills"": 8, ""deaths"": 7, ""flag"": ""🇧"", ""team"": ""CT""}, {""name"": ""TRACK"", ""kills"": 8, ""deaths"": 8, ""flag"": ""🇧"", ""team"": ""CT""}, {""name"": ""NsD"", ""kills"": 4, ""deaths"": 8, ""flag"": ""🇪"", ""team"": ""CT""}, {""name"": ""PAWELEQQKHS"", ""kills"": 3, ""deaths"": 9, ""flag"": ""🇵"", ""team"": ""CT""}, {""name"": ""Burakkkkkkk"", ""kills"": 15, ""deaths"": 6, ""flag"": ""🇩"", ""team"": ""TR""}, {""name"": ""poopies__"", ""kills"": 7, ""deaths"": 6, ""flag"": ""🇺"", ""team"": ""TR""}, {""name"": ""HostVirus"", ""kills"": 6, ""deaths"": 4, ""flag"": ""🇺"", ""team"": ""TR""}, {""name"": ""ppe - RAT of RATs"", ""kills"": 6, ""deaths"": 6, ""flag"": ""🇬"", ""team"": ""TR""}, {""name"": ""OBBE_ex"", ""kills"": 5, ""deaths"": 7, ""flag"": ""🇳"", ""team"": ""TR""}]",2025-09-22,11
de_nuke,First Half,9,6,"[{""name"": ""TaHkuCT"", ""kills"": 21, ""deaths"": 10, ""flag"": ""🇱"", ""team"": ""CT""}, {""name"": ""kaaskop"", ""kills"": 10, ""deaths"": 10, ""flag"": ""🏳"", ""team"": ""CT""}, {""name"": ""OBBE_ex"", ""kills"": 9, ""deaths"": 13, ""flag"": ""🇩"", ""team"": ""CT""}, {""name"": ""RichNigga_ex"", ""kills"": 9, ""deaths"": 11, ""flag"": ""🇨"", ""team"": ""CT""}, {""name"": ""#PNTH"", ""kills"": 7, ""deaths"": 9, ""flag"": ""🇧"", ""team"": ""CT""}, {""name"": ""PAWELEQQKHS"", ""kills"": 23, ""deaths"": 10, ""flag"": ""🇵"", ""team"": ""TR""}, {""name"": ""MrBob"", ""kills"": 9, ""deaths"": 13, ""flag"": ""🇺"", ""team"": ""TR""}, {""name"": ""HostVirus"", ""kills"": 8, ""deaths"": 11, ""flag"": ""🇺"", ""team"": ""TR""}, {""name"": ""JhoN"", ""kills"": 7, ""deaths"": 2, ""flag"": ""🇷"", ""team"": ""TR""}, {""name"": ""REDWOOD OG"", ""kills"": 4, ""deaths"": 12, ""flag"": ""🇺"", ""team"": ""TR""}]",2025-09-22,12
de_nuke,Second Half,10,4,"[{""name"": ""PAWELEQQKHS"", ""kills"": 25, ""deaths"": 6, ""flag"": ""🇵"", ""team"": ""CT""}, {""name"": ""HostVirus"", ""kills"": 24, ""deaths"": 7, ""flag"": ""🇺"", ""team"": ""CT""}, {""name"": ""REDWOOD OG"", ""kills"": 12, ""deaths"": 10, ""flag"": ""🇺"", ""team"": ""CT""}, {""name"": ""JhoN"", ""kills"": 5, ""deaths"": 9, ""flag"": ""🇷"", ""team"": ""CT""}, {""name"": ""MrBob"", ""kills"": 5, ""deaths"": 8, ""flag"": ""🇺"", ""team"": ""CT""}, {""name"": ""OBBE_ex"", ""kills"": 13, ""deaths"": 13, ""flag"": ""🇩"", ""team"": ""TR""}, {""name"": ""RichNigga_ex"", ""kills"": 13, ""deaths"": 10, ""flag"": ""🇨"", ""team"": ""TR""}, {""name"": ""kaaskop"", ""kills"": 9, ""deaths"": 12, ""flag"": ""🏳"", ""team"": ""TR""}, {""name"": ""TaHkuCT"", ""kills"": 6, ""deaths"": 12, ""flag"": ""🇱"", ""team"": ""TR""}, {""name"": ""#PNTH"", ""kills"": 4, ""deaths"": 13, ""flag"": ""🇧"", ""team"": ""TR""}]",2025-09-22,12
de_inferno,First Half,11,4,"[{""name"": ""RichNigga_ex"", ""kills"": 22, ""deaths"": 10, ""flag"": ""🇨"", ""team"": ""CT""}, {""name"": ""PAWELEQQKHS"", ""kills"": 21, ""deaths"": 12, ""flag"": ""🇵"", ""team"": ""CT""}, {""name"": ""TRACK"", ""kills"": 16, ""deaths"": 10, ""flag"": ""🇧"", ""team"": ""CT""}, {""name"": ""NsD"", ""kills"": 9, ""deaths"": 10, ""flag"": ""🇪"", ""team"": ""CT""}, {""name"": ""MrBob"", ""kills"": 7, ""deaths"": 11, ""flag"": ""🇺"", ""team"": ""CT""}, {""name"": ""HostVirus"", ""kills"": 17, ""deaths"": 11, ""flag"": ""🇺"", ""team"": ""TR""}, {""name"": ""poopies__"", ""kills"": 10, ""deaths"": 13, ""flag"": ""🇺"", ""team"": ""TR""}, {""name"": ""OBBE_ex"", ""kills"": 10, ""deaths"": 13, ""flag"": ""🇩"", ""team"": ""TR""}, {""name"": ""lilithhh"", ""kills"": 8, ""deaths"": 12, ""flag"": ""🇷"", ""team"": ""TR""}, {""name"": ""TaHkuCT"", ""kills"": 6, ""deaths"": 13, ""flag"": ""🇱"", ""team"": ""TR""}]",2025-09-22,13
de_inferno,Second Half,1,5,"[{""name"": ""lilithhh"", ""kills"": 8, ""deaths"": 4, ""flag"": ""🇷"", ""team"": ""CT""}, {""name"": ""TaHkuCT"", ""kills"": 4, ""deaths"": 5, ""flag"": ""🇱"", ""team"": ""CT""}, {""name"": ""poopies__"", ""kills"": 4, ""deaths"": 6, ""flag"": ""🇺"", ""team"": ""CT""}, {""name"": ""HostVirus"", ""kills"": 3, ""deaths"": 4, ""flag"": ""🇺"", ""team"": ""CT""}, {""name"": ""OBBE_ex"", ""kills"": 1, ""deaths"": 6, ""flag"": ""🇩"", ""team"": ""CT""}, {""name"": ""PAWELEQQKHS"", ""kills"": 16, ""deaths"": 3, ""flag"": ""🇵"", ""team"": ""TR""}, {""name"": ""NsD"", ""kills"": 4, ""deaths"": 4, ""flag"": ""🇪"", ""team"": ""TR""}, {""name"": ""MrBob"", ""kills"": 4, ""deaths"": 3, ""flag"": ""🇺"", ""team"": ""TR""}, {""name"": ""TRACK"", ""kills"": 2, ""deaths"": 3, ""flag"": ""🇧"", ""team"": ""TR""}, {""name"": ""RichNigga_ex"", ""kills"": 2, ""deaths"": 4, ""flag"": ""🇨"", ""team"": ""TR""}]",2025-09-22,13
de_mirage,First Half,5,10,"[{""name"": ""TRACK"", ""kills"": 19, ""deaths"": 12, ""flag"": ""🇧"", ""team"": ""CT""}, {""name"": ""OBBE_ex"", ""kills"": 12, ""deaths"": 15, ""flag"": ""🇩"", ""team"": ""CT""}, {""name"": ""NsD"", ""kills"": 11, ""deaths"": 11, ""flag"": ""🇪"", ""team"": ""CT""}, {""name"": ""JhoN"", ""kills"": 9, ""deaths"": 13, ""flag"": ""🇷"", ""team"": ""CT""}, {""name"": ""Player 82934292"", ""kills"": 7, ""deaths"": 15, ""flag"": ""🇺"", ""team"": ""CT""}, {""name"": ""lilithhh"", ""kills"": 23, ""deaths"": 6, ""flag"": ""🇷"", ""team"": ""TR""}, {""name"": ""MrBob"", ""kills"": 15, ""deaths"": 12, ""flag"": ""🇺"", ""team"": ""TR""}, {""name"": ""PAWELEQQKHS"", ""kills"": 13, ""deaths"": 11, ""flag"": ""🇵"", ""team"": ""TR""}, {""name"": ""HostVirus"", ""kills"": 12, ""deaths"": 10, ""flag"": ""🇺"", ""team"": ""TR""}, {""name"": ""poopies__"", ""kills"": 11, ""deaths"": 11, ""flag"": ""🇺"", ""team"": ""TR""}]",2025-09-22,14
de_mirage,Second Half,6,2,"[{""name"": ""HostVirus"", ""kills"": 16, ""deaths"": 3, ""flag"": ""🇺"", ""team"": ""CT""}, {""name"": ""poopies__"", ""kills"": 10, ""deaths"": 5, ""flag"": ""🇺"", ""team"": ""CT""}, {""name"": ""PAWELEQQKHS"", ""kills"": 9, ""deaths"": 5, ""flag"": ""🇵"", ""team"": ""CT""}, {""name"": ""lilithhh"", ""kills"": 4, ""deaths"": 5, ""flag"": ""🇷"", ""team"": ""CT""}, {""name"": ""MrBob"", ""kills"": 3, ""deaths"": 6, ""flag"": ""🇺"", ""team"": ""CT""}, {""name"": ""JhoN"", ""kills"": 8, ""deaths"": 6, ""flag"": ""🇷"", ""team"": ""TR""}, {""name"": ""OBBE_ex"", ""kills"": 8, ""deaths"": 7, ""flag"": ""🇩"", ""team"": ""TR""}, {""name"": ""TRACK"", ""kills"": 6, ""deaths"": 7, ""flag"": ""🇧"", ""team"": ""TR""}, {""name"": ""Player 82934292"", ""kills"": 3, ""deaths"": 6, ""flag"": ""🇺"", ""team"": ""TR""}, {""name"": ""NsD"", ""kills"": 2, ""deaths"": 7, ""flag"": ""🇪"", ""team"": ""TR""}]",2025-09-22,14
de_mirage,First Half,9,6,"[{""name"": ""eeeeeeeeeeee"", ""kills"": 20, ""deaths"": 7, ""flag"": ""🇵"", ""team"": ""CT""}, {""name"": ""SS l RichNigga_ex"", ""kills"": 14, ""deaths"": 9, ""flag"": ""🇨"", ""team"": ""CT""}, {""name"": ""REDWOOD OG"", ""kills"": 14, ""deaths"": 13, ""flag"": ""🇺"", ""team"": ""CT""}, {""name"": ""Fake Russian"", ""kills"": 11, ""deaths"": 10, ""flag"": ""🇷"", ""team"": ""CT""}, {""name"": ""egocentryzm"", ""kills"": 4, ""deaths"": 11, ""flag"": ""🇧"", ""team"": ""CT""}, {""name"": ""PAWELEQQKHS"", ""kills"": 17, ""deaths"": 12, ""flag"": ""🇵"", ""team"": ""TR""}, {""name"": ""Henri"", ""kills"": 11, ""deaths"": 10, ""flag"": ""🇧"", ""team"": ""TR""}, {""name"": ""HostVirus"", ""kills"": 9, ""deaths"": 9, ""flag"": ""🇺"", ""team"": ""TR""}, {""name"": ""亡廾乇亡片爪丹卞乇"", ""kills"": 7, ""deaths"": 13, ""flag"": ""🇩"", ""team"": ""TR""}, {""name"": ""OBBE_ex"", ""kills"": 6, ""deaths"": 13, ""flag"": ""🇩"", ""team"": ""TR""}]",2025-09-23,15
de_mirage,Second Half,9,6,"[{""name"": ""PAWELEQQKHS"", ""kills"": 22, ""deaths"": 9, ""flag"": ""🇵"", ""team"": ""CT""}, {""name"": ""Henri"", ""kills"": 19, ""deaths"": 7, ""flag"": ""🇧"", ""team"": ""CT""}, {""name"": ""OBBE_ex"", ""kills"": 14, ""deaths"": 10, ""flag"": ""🇩"", ""team"": ""CT""}, {""name"": ""HostVirus"", ""kills"": 13, ""deaths"": 9, ""flag"": ""🇺"", ""team"": ""CT""}, {""name"": ""亡廾乇亡片爪丹卞乇"", ""kills"": 7, ""deaths"": 11, ""flag"": ""🇩"", ""team"": ""CT""}, {""name"": ""eeeeeeeeeeee"", ""kills"": 15, ""deaths"": 12, ""flag"": ""🇵"", ""team"": ""TR""}, {""name"": ""SS l RichNigga_ex"", ""kills"": 14, ""deaths"": 14, ""flag"": ""🇨"", ""team"": ""TR""}, {""name"": ""REDWOOD OG"", ""kills"": 10, ""deaths"": 14, ""flag"": ""🇺"", ""team"": ""TR""}, {""name"": ""egocentryzm"", ""kills"": 8, ""deaths"": 13, ""flag"": ""🇧"", ""team"": ""TR""}, {""name"": ""Fake Russian"", ""kills"": 7, ""deaths"": 12, ""flag"": ""🇷"", ""team"": ""TR""}]",2025-09-23,15
de_nuke,First Half,9,6,"[{""name"": ""DANT1"", ""kills"": 34, ""deaths"": 7, ""flag"": ""🏳"", ""team"": ""CT""}, {""name"": ""SS l RichNigga_ex"", ""kills"": 19, ""deaths"": 10, ""flag"": ""🇨"", ""team"": ""CT""}, {""name"": ""亡廾乇亡片爪丹卞乇"", ""kills"": 9, ""deaths"": 13, ""flag"": ""🇩"", ""team"": ""CT""}, {""name"": ""REDWOOD OG"", ""kills"": 7, ""deaths"": 13, ""flag"": ""🇺"", ""team"": ""CT""}, {""name"": ""Fake Russian"", ""kills"": 6, ""deaths"": 14, ""flag"": ""🇷"", ""team"": ""CT""}, {""name"": ""PAWELEQQKHS"", ""kills"": 18, ""deaths"": 10, ""flag"": ""🇵"", ""team"": ""TR""}, {""name"": ""egocentryzm"", ""kills"": 12, ""deaths"": 10, ""flag"": ""🇧"", ""team"": ""TR""}, {""name"": ""OBBE_ex"", ""kills"": 12, ""deaths"": 10, ""flag"": ""🇩"", ""team"": ""TR""}, {""name"": ""HostVirus"", ""kills"": 10, ""deaths"": 13, ""flag"": ""🇺"", ""team"": ""TR""}, {""name"": ""Damn it"", ""kills"": 7, ""deaths"": 12, ""flag"": ""🇵"", ""team"": ""TR""}]",2025-09-23,16
de_nuke,Second Half,10,0,"[{""name"": ""PAWELEQQKHS"", ""kills"": 20, ""deaths"": 5, ""flag"": ""🇵"", ""team"": ""CT""}, {""name"": ""HostVirus"", ""kills"": 11, ""deaths"": 3, ""flag"": ""🇺"", ""team"": ""CT""}, {""name"": ""egocentryzm"", ""kills"": 8, ""deaths"": 3, ""flag"": ""🇧"", ""team"": ""CT""}, {""name"": ""OBBE_ex"", ""kills"": 7, ""deaths"": 3, ""flag"": ""🇩"", ""team"": ""CT""}, {""name"": ""Damn it"", ""kills"": 3, ""deaths"": 4, ""flag"": ""🇵"", ""team"": ""CT""}, {""name"": ""REDWOOD OG"", ""kills"": 6, ""deaths"": 10, ""flag"": ""🇺"", ""team"": ""TR""}, {""name"": ""亡廾乇亡片爪丹卞乇"", ""kills"": 3, ""deaths"": 10, ""flag"": ""🇩"", ""team"": ""TR""}, {""name"": ""SS l RichNigga_ex"", ""kills"": 3, ""deaths"": 10, ""flag"": ""🇨"", ""team"": ""TR""}, {""name"": ""Fake Russian"", ""kills"": 1, ""deaths"": 10, ""flag"": ""🇷"", ""team"": ""TR""}, {""name"": ""DANT1"", ""kills"": 0, ""deaths"": 10, ""flag"": ""🏳"", ""team"": ""TR""}]",2025-09-23,16
de_train,First Half,11,4,"[{""name"": ""OBBE_ex"", ""kills"": 19, ""deaths"": 10, ""flag"": ""🇩"", ""team"": ""CT""}, {""name"": ""Шму"", ""kills"": 16, ""deaths"": 10, ""flag"": ""🇬"", ""team"": ""CT""}, {""name"": ""Bang Bang"", ""kills"": 14, ""deaths"": 11, ""flag"": ""🏳"", ""team"": ""CT""}, {""name"": ""Damn it"", ""kills"": 6, ""deaths"": 11, ""flag"": ""🇵"", ""team"": ""CT""}, {""name"": ""SS l RichNigga_ex"", ""kills"": 1, ""deaths"": 1, ""flag"": ""🇨"", ""team"": ""CT""}, {""name"": ""亡廾乇亡片爪丹卞乇"", ""kills"": 15, ""deaths"": 12, ""flag"": ""🇩"", ""team"": ""TR""}, {""name"": ""HostVirus"", ""kills"": 12, ""deaths"": 13, ""flag"": ""🇺"", ""team"": ""TR""}, {""name"": ""egocentryzm"", ""kills"": 7, ""deaths"": 12, ""flag"": ""🇧"", ""team"": ""TR""}, {""name"": ""i shoot u"", ""kills"": 7, ""deaths"": 13, ""flag"": ""🇭"", ""team"": ""TR""}, {""name"": ""lilithhh"", ""kills"": 5, ""deaths"": 11, ""flag"": ""🇷"", ""team"": ""TR""}]",2025-09-23,17
de_train,Second Half,0,5,"[{""name"": ""HostVirus"", ""kills"": 6, ""deaths"": 4, ""flag"": ""🇺"", ""team"": ""CT""}, {""name"": ""lilithhh"", ""kills"": 3, ""deaths"": 5, ""flag"": ""🇷"", ""team"": ""CT""}, {""name"": ""egocentryzm"", ""kills"": 2, ""deaths"": 5, ""flag"": ""🇧"", ""team"": ""CT""}, {""name"": ""i shoot u"", ""kills"": 2, ""deaths"": 5, ""flag"": ""🇭"", ""team"": ""CT""}, {""name"": ""亡廾乇亡片爪丹卞乇"", ""kills"": 2, ""deaths"": 5, ""flag"": ""🇩"", ""team"": ""CT""}, {""name"": ""Шму"", ""kills"": 11, ""deaths"": 3, ""flag"": ""🇬"", ""team"": ""TR""}, {""name"": ""SS l RichNigga_ex"", ""kills"": 7, ""deaths"": 1, ""flag"": ""🇨"", ""team"": ""TR""}, {""name"": ""Bang Bang"", ""kills"": 7, ""deaths"": 3, ""flag"": ""🏳"", ""team"": ""TR""}, {""name"": ""Damn it"", ""kills"": 2, ""deaths"": 4, ""flag"": ""🇵"", ""team"": ""TR""}, {""name"": ""OBBE_ex"", ""kills"": 0, ""deaths"": 4, ""flag"": ""🇩"", ""team"": ""TR""}]",2025-09-23,17
de_inferno,Second Half,5,10,"[{""name"": ""w1z"", ""kills"": 18, ""deaths"": 10, ""flag"": ""🏳"", ""team"": ""CT""}, {""name"": ""keep calm"", ""kills"": 11, ""deaths"": 10, ""flag"": ""🏳"", ""team"": ""CT""}, {""name"": ""LigmaBalls"", ""kills"": 8, ""deaths"": 13, ""flag"": ""🏳"", ""team"": ""CT""}, {""name"": ""亡廾乇亡片爪丹卞乇"", ""kills"": 7, ""deaths"": 10, ""flag"": ""🏳"", ""team"": ""CT""}, {""name"": ""Player 83005546"", ""kills"": 4, ""deaths"": 13, ""flag"": ""🏳"", ""team"": ""CT""}, {""name"": ""ljuenna_ex"", ""kills"": 27, ""deaths"": 8, ""flag"": ""🏳"", ""team"": ""TR""}, {""name"": ""employeeoftheyear"", ""kills"": 13, ""deaths"": 6, ""flag"": ""🇱"", ""team"": ""TR""}, {""name"": ""Shahmen"", ""kills"": 10, ""deaths"": 11, ""flag"": ""🏳"", ""team"": ""TR""}, {""name"": ""OBBE_ex"", ""kills"": 5, ""deaths"": 13, ""flag"": ""🇷"", ""team"": ""TR""}, {""name"": ""egocentryzm"", ""kills"": 4, ""deaths"": 10, ""flag"": ""🏳"", ""team"": ""TR""}]",2025-09-24,18
de_inferno,Second Half,6,0,"[{""name"": ""ljuenna_ex"", ""kills"": 10, ""deaths"": 4, ""flag"": ""🏳"", ""team"": ""CT""}, {""name"": ""OBBE_ex"", ""kills"": 6, ""deaths"": 5, ""flag"": ""🇷"", ""team"": ""CT""}, {""name"": ""egocentryzm"", ""kills"": 5, ""deaths"": 3, ""flag"": ""🏳"", ""team"": ""CT""}, {""name"": ""Shahmen"", ""kills"": 4, ""deaths"": 5, ""flag"": ""🏳"", ""team"": ""CT""}, {""name"": ""employeeoftheyear"", ""kills"": 3, ""deaths"": 4, ""flag"": ""🇱"", ""team"": ""CT""}, {""name"": ""keep calm"", ""kills"": 5, ""deaths"": 6, ""flag"": ""🏳"", ""team"": ""TR""}, {""name"": ""亡廾乇亡片爪丹卞乇"", ""kills"": 5, ""deaths"": 6, ""flag"": ""🏳"", ""team"": ""TR""}, {""name"": ""w1z"", ""kills"": 4, ""deaths"": 6, ""flag"": ""🏳"", ""team"": ""TR""}, {""name"": ""LigmaBalls"", ""kills"": 4, ""deaths"": 5, ""flag"": ""🏳"", ""team"": ""TR""}, {""name"": ""Player 83005546"", ""kills"": 2, ""deaths"": 6, ""flag"": ""🏳"", ""team"": ""TR""}]",2025-09-24,18
de_nuke,First Half,8,7,"[{""name"": ""w1z"", ""kills"": 27, ""deaths"": 9, ""flag"": ""🇳"", ""team"": ""CT""}, {""name"": ""keep calm"", ""kills"": 12, ""deaths"": 10, ""flag"": ""🇫"", ""team"": ""CT""}, {""name"": ""亡廾乇亡片爪丹卞乇"", ""kills"": 11, ""deaths"": 12, ""flag"": ""🇩"", ""team"": ""CT""}, {""name"": ""TOMICINA"", ""kills"": 7, ""deaths"": 11, ""flag"": ""🇮"", ""team"": ""CT""}, {""name"": ""REDWOOD OG"", ""kills"": 6, ""deaths"": 13, ""flag"": ""🇺"", ""team"": ""CT""}, {""name"": ""Шму"", ""kills"": 16, ""deaths"": 12, ""flag"": ""🇬"", ""team"": ""TR""}, {""name"": ""OBBE_ex"", ""kills"": 15, ""deaths"": 10, ""flag"": ""🇷"", ""team"": ""TR""}, {""name"": ""SS l RichNigga_ex"", ""kills"": 12, ""deaths"": 12, ""flag"": ""🇨"", ""team"": ""TR""}, {""name"": ""TaHkuCT"", ""kills"": 9, ""deaths"": 11, ""flag"": ""🇱"", ""team"": ""TR""}, {""name"": ""egocentryzm"", ""kills"": 4, ""deaths"": 14, ""flag"": ""🇧"", ""team"": ""TR""}]",2025-09-24,19
de_nuke,Second Half,6,8,"[{""name"": ""SS l RichNigga_ex"", ""kills"": 13, ""deaths"": 12, ""flag"": ""🇨"", ""team"": ""CT""}, {""name"": ""egocentryzm"", ""kills"": 11, ""deaths"": 10, ""flag"": ""🇧"", ""team"": ""CT""}, {""name"": ""TaHkuCT"", ""kills"": 11, ""deaths"": 10, ""flag"": ""🇱"", ""team"": ""CT""}, {""name"": ""OBBE_ex"", ""kills"": 11, ""deaths"": 10, ""flag"": ""🇷"", ""team"": ""CT""}, {""name"": ""Шму"", ""kills"": 11, ""deaths"": 12, ""flag"": ""🇬"", ""team"": ""CT""}, {""name"": ""w1z"", ""kills"": 22, ""deaths"": 7, ""flag"": ""🇳"", ""team"": ""TR""}, {""name"": ""keep calm"", ""kills"": 9, ""deaths"": 9, ""flag"": ""🇫"", ""team"": ""TR""}, {""name"": ""REDWOOD OG"", ""kills"": 9, ""deaths"": 11, ""flag"": ""🇺"", ""team"": ""TR""}, {""name"": ""TOMICINA"", ""kills"": 7, ""deaths"": 13, ""flag"": ""🇮"", ""team"": ""TR""}, {""name"": ""亡廾乇亡片爪丹卞乇"", ""kills"": 7, ""deaths"": 11, ""flag"": ""🇩"", ""team"": ""TR""}]",2025-09-24,19
de_dust2,First Half,3,12,"[{""name"": ""my name is nuke"", ""kills"": 20, ""deaths"": 11, ""flag"": ""🏳"", ""team"": ""CT""}, {""name"": ""亡廾乇亡片爪丹卞乇"", ""kills"": 6, ""deaths"": 13, ""flag"": ""🇩"", ""team"": ""CT""}, {""name"": ""egocentryzm"", ""kills"": 6, ""deaths"": 13, ""flag"": ""🇧"", ""team"": ""CT""}, {""name"": ""TaHkuCT"", ""kills"": 5, ""deaths"": 14, ""flag"": ""🇱"", ""team"": ""CT""}, {""name"": ""Fake Russian"", ""kills"": 0, ""deaths"": 2, ""flag"": ""🇷"", ""team"": ""CT""}, {""name"": ""OBBE_ex"", ""kills"": 19, ""deaths"": 5, ""flag"": ""🇷"", ""team"": ""TR""}, {""name"": ""w1z"", ""kills"": 13, ""deaths"": 8, ""flag"": ""🇳"", ""team"": ""TR""}, {""name"": ""SS l RichNigga_ex"", ""kills"": 13, ""deaths"": 8, ""flag"": ""🇨"", ""team"": ""TR""}, {""name"": ""REDWOOD OG"", ""kills"": 11, ""deaths"": 8, ""flag"": ""🇺"", ""team"": ""TR""}, {""name"": ""ILGAZ RIP"", ""kills"": 9, ""deaths"": 10, ""flag"": ""🇫"", ""team"": ""TR""}]",2025-09-24,20
de_dust2,Second Half,4,1,"[{""name"": ""ILGAZ RIP"", ""kills"": 10, ""deaths"": 3, ""flag"": ""🇫"", ""team"": ""CT""}, {""name"": ""w1z"", ""kills"": 7, ""deaths"": 3, ""flag"": ""🇳"", ""team"": ""CT""}, {""name"": ""OBBE_ex"", ""kills"": 4, ""deaths"": 3, ""flag"": ""🇷"", ""team"": ""CT""}, {""name"": ""SS l RichNigga_ex"", ""kills"": 3, ""deaths"": 3, ""flag"": ""🇨"", ""team"": ""CT""}, {""name"": ""REDWOOD OG"", ""kills"": 2, ""deaths"": 4, ""flag"": ""🇺"", ""team"": ""CT""}, {""name"": ""my name is nuke"", ""kills"": 7, ""deaths"": 4, ""flag"": ""🏳"", ""team"": ""TR""}, {""name"": ""TaHkuCT"", ""kills"": 4, ""deaths"": 5, ""flag"": ""🇱"", ""team"": ""TR""}, {""name"": ""Fake Russian"", ""kills"": 3, ""deaths"": 5, ""flag"": ""🇷"", ""team"": ""TR""}, {""name"": ""亡廾乇亡片爪丹卞乇"", ""kills"": 2, ""deaths"": 4, ""flag"": ""🇩"", ""team"": ""TR""}, {""name"": ""egocentryzm"", ""kills"": 0, ""deaths"": 5, ""flag"": ""🇧"", ""team"": ""TR""}]",2025-09-24,20
de_inferno,First Half,4,11,"[{""name"": ""le0he 水 m0nk mode"", ""kills"": 23, ""deaths"": 8, ""flag"": ""🇨"", ""team"": ""CT""}, {""name"": ""SyasXpeek"", ""kills"": 8, ""deaths"": 9, ""flag"": ""🇧"", ""team"": ""CT""}, {""name"": ""REDWOOD OG"", ""kills"": 8, ""deaths"": 13, ""flag"": ""🇺"", ""team"": ""CT""}, {""name"": ""АFК"", ""kills"": 7, ""deaths"": 14, ""flag"": ""🇳"", ""team"": ""CT""}, {""name"": ""Edog"", ""kills"": 5, ""deaths"": 14, ""flag"": ""🇨"", ""team"": ""CT""}, {""name"": ""SS l RichNigga_ex"", ""kills"": 24, ""deaths"": 9, ""flag"": ""🇨"", ""team"": ""TR""}, {""name"": ""Barkas"", ""kills"": 16, ""deaths"": 6, ""flag"": ""🇨"", ""team"": ""TR""}, {""name"": ""egocentryzm"", ""kills"": 12, ""deaths"": 12, ""flag"": ""🇧"", ""team"": ""TR""}, {""name"": ""Fake Russian"", ""kills"": 10, ""deaths"": 9, ""flag"": ""🇷"", ""team"": ""TR""}, {""name"": ""OBBE_ex"", ""kills"": 6, ""deaths"": 5, ""flag"": ""🇩"", ""team"": ""TR""}]",2025-09-25,21
de_inferno,Second Half,5,9,"[{""name"": ""SS l RichNigga_ex"", ""kills"": 22, ""deaths"": 12, ""flag"": ""🇨"", ""team"": ""CT""}, {""name"": ""OBBE_ex"", ""kills"": 11, ""deaths"": 10, ""flag"": ""🇩"", ""team"": ""CT""}, {""name"": ""egocentryzm"", ""kills"": 8, ""deaths"": 11, ""flag"": ""🇧"", ""team"": ""CT""}, {""name"": ""Barkas"", ""kills"": 8, ""deaths"": 9, ""flag"": ""🇨"", ""team"": ""CT""}, {""name"": ""Fake Russian"", ""kills"": 2, ""deaths"": 13, ""flag"": ""🇷"", ""team"": ""CT""}, {""name"": ""le0he 水 m0nk mode"", ""kills"": 24, ""deaths"": 9, ""flag"": ""🇨"", ""team"": ""TR""}, {""name"": ""SyasXpeek"", ""kills"": 10, ""deaths"": 10, ""flag"": ""🇧"", ""team"": ""TR""}, {""name"": ""REDWOOD OG"", ""kills"": 8, ""deaths"": 11, ""flag"": ""🇺"", ""team"": ""TR""}, {""name"": ""АFК"", ""kills"": 7, ""deaths"": 9, ""flag"": ""🇳"", ""team"": ""TR""}, {""name"": ""Edog"", ""kills"": 6, ""deaths"": 12, ""flag"": ""🇨"", ""team"": ""TR""}]",2025-09-25,21
