Map,Half,CT Score,TR Score,Players JSON,Date,Match ID
de_inferno,First Half,8,7,"[{""name"": ""亡廾乇亡片爪丹卞乇"", ""kills"": 16, ""deaths"": 9, ""flag"": ""🇩"", ""team"": ""CT""}, {""name"": ""ms rachel"", ""kills"": 14, ""deaths"": 7, ""flag"": ""🇺"", ""team"": ""CT""}, {""name"": ""SS l RichNigga_ex"", ""kills"": 12, ""deaths"": 11, ""flag"": ""🇨"", ""team"": ""CT""}, {""name"": ""ljuenna_ex"", ""kills"": 9, ""deaths"": 8, ""flag"": ""🇹"", ""team"": ""CT""}, {""name"": ""OBBE_ex"", ""kills"": 6, ""deaths"": 10, ""flag"": ""🇷"", ""team"": ""CT""}, {""name"": ""PAWELEQQKHS"", ""kills"": 13, ""deaths"": 11, ""flag"": ""🇵"", ""team"": ""TR""}, {""name"": ""TaHkuCT"", ""kills"": 12, ""deaths"": 13, ""flag"": ""🇱"", ""team"": ""TR""}, {""name"": ""employeeoftheyear"", ""kills"": 10, ""deaths"": 10, ""flag"": ""🇱"", ""team"": ""TR""}, {""name"": ""CuyMaldito"", ""kills"": 4, ""deaths"": 13, ""flag"": ""🇵"", ""team"": ""TR""}]",2025-09-25,22
de_inferno,Second Half,6,8,"[{""name"": ""PAWELEQQKHS"", ""kills"": 15, ""deaths"": 11, ""flag"": ""🇵"", ""team"": ""CT""}, {""name"": ""TaHkuCT"", ""kills"": 10, ""deaths"": 11, ""flag"": ""🇱"", ""team"": ""CT""}, {""name"": ""employeeoftheyear"", ""kills"": 9, ""deaths"": 12, ""flag"": ""🇱"", ""team"": ""CT""}, {""name"": ""lilithhh"", ""kills"": 6, ""deaths"": 7, ""flag"": ""🇷"", ""team"": ""CT""}, {""name"": ""CuyMaldito"", ""kills"": 4, ""deaths"": 10, ""flag"": ""🇵"", ""team"": ""CT""}, {""name"": ""ljuenna_ex"", ""kills"": 22, ""deaths"": 7, ""flag"": ""🇹"", ""team"": ""TR""}, {""name"": ""ms rachel"", ""kills"": 9, ""deaths"": 11, ""flag"": ""🇺"", ""team"": ""TR""}, {""name"": ""OBBE_ex"", ""kills"": 8, ""deaths"": 8, ""flag"": ""🇷"", ""team"": ""TR""}, {""name"": ""亡廾乇亡片爪丹卞乇"", ""kills"": 6, ""deaths"": 11, ""flag"": ""🇩"", ""team"": ""TR""}, {""name"": ""SS l RichNigga_ex"", ""kills"": 5, ""deaths"": 8, ""flag"": ""🇨"", ""team"": ""TR""}]",2025-09-25,22
de_nuke,First Half,10,5,"[{""name"": ""Linaaaa"", ""kills"": 17, ""deaths"": 13, ""flag"": ""🏳"", ""team"": ""CT""}, {""name"": ""my name is nuke"", ""kills"": 16, ""deaths"": 9, ""flag"": ""🏳"", ""team"": ""CT""}, {""name"": ""亡廾乇亡片爪丹卞乇"", ""kills"": 9, ""deaths"": 8, ""flag"": ""🇩"", ""team"": ""CT""}, {""name"": ""DANT1"", ""kills"": 8, ""deaths"": 8, ""flag"": ""🏳"", ""team"": ""CT""}, {""name"": ""vitamin-C"", ""kills"": 7, ""deaths"": 12, ""flag"": ""🇳"", ""team"": ""CT""}, {""name"": ""ljuenna_ex"", ""kills"": 17, ""deaths"": 12, ""flag"": ""🇹"", ""team"": ""TR""}, {""name"": ""BOMBACI MULAYiM"", ""kills"": 11, ""deaths"": 10, ""flag"": ""🇹"", ""team"": ""TR""}, {""name"": ""ppe - RAT of RATs"", ""kills"": 8, ""deaths"": 12, ""flag"": ""🇬"", ""team"": ""TR""}, {""name"": ""OBBE_ex"", ""kills"": 7, ""deaths"": 13, ""flag"": ""🇷"", ""team"": ""TR""}, {""name"": ""Barkas"", ""kills"": 5, ""deaths"": 12, ""flag"": ""🇨"", ""team"": ""TR""}]",2025-09-25,23
de_nuke,Second Half,6,6,"[{""name"": ""ljuenna_ex"", ""kills"": 15, ""deaths"": 9, ""flag"": ""🇹"", ""team"": ""CT""}, {""name"": ""ppe - RAT of RATs"", ""kills"": 8, ""deaths"": 10, ""flag"": ""🇬"", ""team"": ""CT""}, {""name"": ""OBBE_ex"", ""kills"": 7, ""deaths"": 9, ""flag"": ""🇷"", ""team"": ""CT""}, {""name"": ""BOMBACI MULAYiM"", ""kills"": 7, ""deaths"": 9, ""flag"": ""🇹"", ""team"": ""CT""}, {""name"": ""Barkas"", ""kills"": 5, ""deaths"": 6, ""flag"": ""🇨"", ""team"": ""CT""}, {""name"": ""亡廾乇亡片爪丹卞乇"", ""kills"": 11, ""deaths"": 7, ""flag"": ""🇩"", ""team"": ""TR""}, {""name"": ""Linaaaa"", ""kills"": 10, ""deaths"": 8, ""flag"": ""🏳"", ""team"": ""TR""}, {""name"": ""DANT1"", ""kills"": 9, ""deaths"": 9, ""flag"": ""🏳"", ""team"": ""TR""}, {""name"": ""my name is nuke"", ""kills"": 7, ""deaths"": 10, ""flag"": ""🏳"", ""team"": ""TR""}, {""name"": ""vitamin-C"", ""kills"": 6, ""deaths"": 8, ""flag"": ""🇳"", ""team"": ""TR""}]",2025-09-25,23
de_tuscan,First Half,4,11,"[{""name"": ""亡廾乇亡片爪丹卞乇"", ""kills"": 25, ""deaths"": 11, ""flag"": ""🇩"", ""team"": ""CT""}, {""name"": ""HostVirus"", ""kills"": 12, ""deaths"": 14, ""flag"": ""🇺"", ""team"": ""CT""}, {""name"": ""egocentryzm"", ""kills"": 10, ""deaths"": 12, ""flag"": ""🇧"", ""team"": ""CT""}, {""name"": ""OBBE_ex"", ""kills"": 9, ""deaths"": 15, ""flag"": ""🇷"", ""team"": ""CT""}, {""name"": ""Edog"", ""kills"": 1, ""deaths"": 14, ""flag"": ""🇨"", ""team"": ""CT""}, {""name"": ""Player 83129767"", ""kills"": 19, ""deaths"": 9, ""flag"": ""🇺"", ""team"": ""TR""}, {""name"": ""АFК"", ""kills"": 18, ""deaths"": 12, ""flag"": ""🇳"", ""team"": ""TR""}, {""name"": ""Barkas"", ""kills"": 16, ""deaths"": 7, ""flag"": ""🇨"", ""team"": ""TR""}, {""name"": ""keep calm"", ""kills"": 15, ""deaths"": 12, ""flag"": ""🇫"", ""team"": ""TR""}, {""name"": ""SyasXpeek"", ""kills"": 7, ""deaths"": 11, ""flag"": ""🇧"", ""team"": ""TR""}]",2025-09-26,24
de_tuscan,Second Half,4,3,"[{""name"": ""Player 83129767"", ""kills"": 12, ""deaths"": 3, ""flag"": ""🇺"", ""team"": ""CT""}, {""name"": ""keep calm"", ""kills"": 9, ""deaths"": 5, ""flag"": ""🇫"", ""team"": ""CT""}, {""name"": ""SyasXpeek"", ""kills"": 3, ""deaths"": 3, ""flag"": ""🇧"", ""team"": ""CT""}, {""name"": ""Barkas"", ""kills"": 3, ""deaths"": 4, ""flag"": ""🇨"", ""team"": ""CT""}, {""name"": ""АFК"", ""kills"": 1, ""deaths"": 5, ""flag"": ""🇳"", ""team"": ""CT""}, {""name"": ""OBBE_ex"", ""kills"": 8, ""deaths"": 5, ""flag"": ""🇷"", ""team"": ""TR""}, {""name"": ""亡廾乇亡片爪丹卞乇"", ""kills"": 5, ""deaths"": 4, ""flag"": ""🇩"", ""team"": ""TR""}, {""name"": ""egocentryzm"", ""kills"": 3, ""deaths"": 5, ""flag"": ""🇧"", ""team"": ""TR""}, {""name"": ""HostVirus"", ""kills"": 2, ""deaths"": 6, ""flag"": ""🇺"", ""team"": ""TR""}, {""name"": ""Edog"", ""kills"": 2, ""deaths"": 5, ""flag"": ""🇨"", ""team"": ""TR""}]",2025-09-26,24
de_mirage,First Half,6,9,"[{""name"": ""SS l RichNigga_ex"", ""kills"": 17, ""deaths"": 12, ""flag"": ""🇨"", ""team"": ""CT""}, {""name"": ""Barkas"", ""kills"": 12, ""deaths"": 11, ""flag"": ""🇨"", ""team"": ""CT""}, {""name"": ""亡廾乇亡片爪丹卞乇"", ""kills"": 10, ""deaths"": 12, ""flag"": ""🇩"", ""team"": ""CT""}, {""name"": ""egocentryzm"", ""kills"": 8, ""deaths"": 11, ""flag"": ""🇧"", ""team"": ""CT""}, {""name"": ""Edog"", ""kills"": 2, ""deaths"": 10, ""flag"": ""🇨"", ""team"": ""CT""}, {""name"": ""HostVirus"", ""kills"": 14, ""deaths"": 9, ""flag"": ""🇺"", ""team"": ""TR""}, {""name"": ""OBBE_ex"", ""kills"": 13, ""deaths"": 9, ""flag"": ""🇷"", ""team"": ""TR""}, {""name"": ""Player 83129767"", ""kills"": 12, ""deaths"": 8, ""flag"": ""🇺"", ""team"": ""TR""}, {""name"": ""LigmaBalls"", ""kills"": 11, ""deaths"": 9, ""flag"": ""🇵"", ""team"": ""TR""}, {""name"": ""АFК"", ""kills"": 9, ""deaths"": 9, ""flag"": ""🇳"", ""team"": ""TR""}]",2025-09-26,25
de_mirage,Second Half,5,10,"[{""name"": ""Player 83129767"", ""kills"": 16, ""deaths"": 9, ""flag"": ""🇺"", ""team"": ""CT""}, {""name"": ""HostVirus"", ""kills"": 14, ""deaths"": 12, ""flag"": ""🇺"", ""team"": ""CT""}, {""name"": ""OBBE_ex"", ""kills"": 11, ""deaths"": 11, ""flag"": ""🇷"", ""team"": ""CT""}, {""name"": ""LigmaBalls"", ""kills"": 7, ""deaths"": 13, ""flag"": ""🇵"", ""team"": ""CT""}, {""name"": ""АFК"", ""kills"": 5, ""deaths"": 11, ""flag"": ""🇳"", ""team"": ""CT""}, {""name"": ""SS l RichNigga_ex"", ""kills"": 22, ""deaths"": 11, ""flag"": ""🇨"", ""team"": ""TR""}, {""name"": ""Barkas"", ""kills"": 17, ""deaths"": 5, ""flag"": ""🇨"", ""team"": ""TR""}, {""name"": ""亡廾乇亡片爪丹卞乇"", ""kills"": 15, ""deaths"": 9, ""flag"": ""🇩"", ""team"": ""TR""}, {""name"": ""egocentryzm"", ""kills"": 11, ""deaths"": 9, ""flag"": ""🇧"", ""team"": ""TR""}, {""name"": ""Edog"", ""kills"": 9, ""deaths"": 13, ""flag"": ""🇨"", ""team"": ""TR""}]",2025-09-26,25
de_inferno,First Half,9,6,"[{""name"": ""OBBE_ex"", ""kills"": 19, ""deaths"": 11, ""flag"": ""🇷"", ""team"": ""CT""}, {""name"": ""SS l RichNigga_ex"", ""kills"": 17, ""deaths"": 10, ""flag"": ""🇨"", ""team"": ""CT""}, {""name"": ""Player 83129767"", ""kills"": 15, ""deaths"": 13, ""flag"": ""🇺"", ""team"": ""CT""}, {""name"": ""亡廾乇亡片爪丹卞乇"", ""kills"": 10, ""deaths"": 10, ""flag"": ""🇩"", ""team"": ""CT""}, {""name"": ""LigmaBalls"", ""kills"": 9, ""deaths"": 13, ""flag"": ""🇵"", ""team"": ""CT""}, {""name"": ""_hell"", ""kills"": 17, ""deaths"": 11, ""flag"": ""🇺"", ""team"": ""TR""}, {""name"": ""HostVirus"", ""kills"": 15, ""deaths"": 11, ""flag"": ""🇺"", ""team"": ""TR""}, {""name"": ""poopies__"", ""kills"": 12, ""deaths"": 12, ""flag"": ""🇺"", ""team"": ""TR""}, {""name"": ""SeaL"", ""kills"": 10, ""deaths"": 12, ""flag"": ""🇵"", ""team"": ""TR""}, {""name"": ""REDWOOD OG"", ""kills"": 6, ""deaths"": 12, ""flag"": ""🇺"", ""team"": ""TR""}]",2025-09-26,26
de_inferno,Second Half,10,5,"[{""name"": ""HostVirus"", ""kills"": 19, ""deaths"": 9, ""flag"": ""🇺"", ""team"": ""CT""}, {""name"": ""_hell"", ""kills"": 17, ""deaths"": 10, ""flag"": ""🇺"", ""team"": ""CT""}, {""name"": ""SeaL"", ""kills"": 17, ""deaths"": 9, ""flag"": ""🇵"", ""team"": ""CT""}, {""name"": ""poopies__"", ""kills"": 12, ""deaths"": 10, ""flag"": ""🇺"", ""team"": ""CT""}, {""name"": ""REDWOOD OG"", ""kills"": 7, ""deaths"": 13, ""flag"": ""🇺"", ""team"": ""CT""}, {""name"": ""SS l RichNigga_ex"", ""kills"": 14, ""deaths"": 11, ""flag"": ""🇨"", ""team"": ""TR""}, {""name"": ""亡廾乇亡片爪丹卞乇"", ""kills"": 12, ""deaths"": 13, ""flag"": ""🇩"", ""team"": ""TR""}, {""name"": ""OBBE_ex"", ""kills"": 11, ""deaths"": 14, ""flag"": ""🇷"", ""team"": ""TR""}, {""name"": ""Player 83129767"", ""kills"": 11, ""deaths"": 11, ""flag"": ""🇺"", ""team"": ""TR""}, {""name"": ""LigmaBalls"", ""kills"": 5, ""deaths"": 9, ""flag"": ""🇵"", ""team"": ""TR""}]",2025-09-26,26
de_cache_v2,First Half,11,4,"[{""name"": ""HostVirus"", ""kills"": 20, ""deaths"": 6, ""flag"": ""🇺"", ""team"": ""CT""}, {""name"": ""t2 el mariachi"", ""kills"": 19, ""deaths"": 10, ""flag"": ""🇺"", ""team"": ""CT""}, {""name"": ""REDWOOD OG"", ""kills"": 14, ""deaths"": 10, ""flag"": ""🇺"", ""team"": ""CT""}, {""name"": ""SeaL"", ""kills"": 13, ""deaths"": 9, ""flag"": ""🇵"", ""team"": ""CT""}, {""name"": ""Player 83129767"", ""kills"": 11, ""deaths"": 8, ""flag"": ""🇺"", ""team"": ""CT""}, {""name"": ""_hell"", ""kills"": 17, ""deaths"": 13, ""flag"": ""🇺"", ""team"": ""TR""}, {""name"": ""OBBE_ex"", ""kills"": 10, ""deaths"": 14, ""flag"": ""🇷"", ""team"": ""TR""}, {""name"": ""SS l RichNigga_ex"", ""kills"": 8, ""deaths"": 14, ""flag"": ""🇨"", ""team"": ""TR""}, {""name"": ""Nep*"", ""kills"": 7, ""deaths"": 12, ""flag"": ""🇺"", ""team"": ""TR""}, {""name"": ""亡廾乇亡片爪丹卞乇"", ""kills"": 3, ""deaths"": 13, ""flag"": ""🇩"", ""team"": ""TR""}]",2025-09-26,27
de_cache_v2,Second Half,5,5,"[{""name"": ""Nep*"", ""kills"": 10, ""deaths"": 6, ""flag"": ""🇺"", ""team"": ""CT""}, {""name"": ""OBBE_ex"", ""kills"": 9, ""deaths"": 6, ""flag"": ""🇷"", ""team"": ""CT""}, {""name"": ""SS l RichNigga_ex"", ""kills"": 9, ""deaths"": 8, ""flag"": ""🇨"", ""team"": ""CT""}, {""name"": ""_hell"", ""kills"": 7, ""deaths"": 8, ""flag"": ""🇺"", ""team"": ""CT""}, {""name"": ""亡廾乇亡片爪丹卞乇"", ""kills"": 3, ""deaths"": 7, ""flag"": ""🇩"", ""team"": ""CT""}, {""name"": ""HostVirus"", ""kills"": 9, ""deaths"": 7, ""flag"": ""🇺"", ""team"": ""TR""}, {""name"": ""t2 el mariachi"", ""kills"": 9, ""deaths"": 6, ""flag"": ""🇺"", ""team"": ""TR""}, {""name"": ""REDWOOD OG"", ""kills"": 8, ""deaths"": 6, ""flag"": ""🇺"", ""team"": ""TR""}, {""name"": ""Player 83129767"", ""kills"": 7, ""deaths"": 5, ""flag"": ""🇺"", ""team"": ""TR""}, {""name"": ""SeaL"", ""kills"": 2, ""deaths"": 8, ""flag"": ""🇵"", ""team"": ""TR""}]",2025-09-26,27
de_tuscan,First Half,5,10,"[{""name"": ""Fake Russian"", ""kills"": 20, ""deaths"": 11, ""flag"": ""🇷"", ""team"": ""CT""}, {""name"": ""Bang Bang"", ""kills"": 13, ""deaths"": 13, ""flag"": ""🏳"", ""team"": ""CT""}, {""name"": ""OBBE_ex"", ""kills"": 9, ""deaths"": 14, ""flag"": ""🇷"", ""team"": ""CT""}, {""name"": ""CuyMaldito"", ""kills"": 7, ""deaths"": 14, ""flag"": ""🇵"", ""team"": ""CT""}, {""name"": ""Ap0c@lips3#"", ""kills"": 2, ""deaths"": 5, ""flag"": ""🏳"", ""team"": ""CT""}, {""name"": ""lilithhh"", ""kills"": 17, ""deaths"": 7, ""flag"": ""🇷"", ""team"": ""TR""}, {""name"": ""Шму"", ""kills"": 15, ""deaths"": 10, ""flag"": ""🇬"", ""team"": ""TR""}, {""name"": ""egocentryzm"", ""kills"": 14, ""deaths"": 9, ""flag"": ""🇧"", ""team"": ""TR""}, {""name"": ""SS l RichNigga_ex"", ""kills"": 11, ""deaths"": 11, ""flag"": ""🇨"", ""team"": ""TR""}, {""name"": ""TOMICINA"", ""kills"": 10, ""deaths"": 10, ""flag"": ""🇮"", ""team"": ""TR""}]",2025-09-26,28
de_tuscan,Second Half,6,4,"[{""name"": ""lilithhh"", ""kills"": 19, ""deaths"": 5, ""flag"": ""🇷"", ""team"": ""CT""}, {""name"": ""SS l RichNigga_ex"", ""kills"": 11, ""deaths"": 9, ""flag"": ""🇨"", ""team"": ""CT""}, {""name"": ""egocentryzm"", ""kills"": 9, ""deaths"": 5, ""flag"": ""🇧"", ""team"": ""CT""}, {""name"": ""Шму"", ""kills"": 7, ""deaths"": 7, ""flag"": ""🇬"", ""team"": ""CT""}, {""name"": ""TOMICINA"", ""kills"": 4, ""deaths"": 7, ""flag"": ""🇮"", ""team"": ""CT""}, {""name"": ""Bang Bang"", ""kills"": 13, ""deaths"": 8, ""flag"": ""🏳"", ""team"": ""TR""}, {""name"": ""OBBE_ex"", ""kills"": 11, ""deaths"": 8, ""flag"": ""🇷"", ""team"": ""TR""}, {""name"": ""Ap0c@lips3#"", ""kills"": 7, ""deaths"": 8, ""flag"": ""🏳"", ""team"": ""TR""}, {""name"": ""CuyMaldito"", ""kills"": 3, ""deaths"": 9, ""flag"": ""🇵"", ""team"": ""TR""}, {""name"": ""Fake Russian"", ""kills"": 2, ""deaths"": 8, ""flag"": ""🇷"", ""team"": ""TR""}]",2025-09-26,28
de_dust2,First Half,5,10,"[{""name"": ""Bang Bang"", ""kills"": 18, ""deaths"": 9, ""flag"": ""🏳"", ""team"": ""CT""}, {""name"": ""OBBE_ex"", ""kills"": 14, ""deaths"": 12, ""flag"": ""🇷"", ""team"": ""CT""}, {""name"": ""Ap0c@lips3#"", ""kills"": 7, ""deaths"": 13, ""flag"": ""🏳"", ""team"": ""CT""}, {""name"": ""Fake Russian"", ""kills"": 5, ""deaths"": 14, ""flag"": ""🇷"", ""team"": ""CT""}, {""name"": ""CuyMaldito"", ""kills"": 4, ""deaths"": 11, ""flag"": ""🇵"", ""team"": ""CT""}, {""name"": ""a乄3"", ""kills"": 16, ""deaths"": 9, ""flag"": ""🇺"", ""team"": ""TR""}, {""name"": ""Шму"", ""kills"": 14, ""deaths"": 9, ""flag"": ""🇬"", ""team"": ""TR""}, {""name"": ""egocentryzm"", ""kills"": 14, ""deaths"": 9, ""flag"": ""🇧"", ""team"": ""TR""}, {""name"": ""TOMICINA"", ""kills"": 13, ""deaths"": 9, ""flag"": ""🇮"", ""team"": ""TR""}, {""name"": ""lilithhh"", ""kills"": 11, ""deaths"": 9, ""flag"": ""🇷"", ""team"": ""TR""}]",2025-09-26,29
de_dust2,Second Half,6,8,"[{""name"": ""lilithhh"", ""kills"": 13, ""deaths"": 8, ""flag"": ""🇷"", ""team"": ""CT""}, {""name"": ""a乄3"", ""kills"": 12, ""deaths"": 9, ""flag"": ""🇺"", ""team"": ""CT""}, {""name"": ""TOMICINA"", ""kills"": 11, ""deaths"": 10, ""flag"": ""🇮"", ""team"": ""CT""}, {""name"": ""egocentryzm"", ""kills"": 9, ""deaths"": 12, ""flag"": ""🇧"", ""team"": ""CT""}, {""name"": ""Шму"", ""kills"": 6, ""deaths"": 10, ""flag"": ""🇬"", ""team"": ""CT""}, {""name"": ""Bang Bang"", ""kills"": 15, ""deaths"": 9, ""flag"": ""🏳"", ""team"": ""TR""}, {""name"": ""CuyMaldito"", ""kills"": 13, ""deaths"": 8, ""flag"": ""🇵"", ""team"": ""TR""}, {""name"": ""OBBE_ex"", ""kills"": 10, ""deaths"": 12, ""flag"": ""🇷"", ""team"": ""TR""}, {""name"": ""Ap0c@lips3#"", ""kills"": 7, ""deaths"": 12, ""flag"": ""🏳"", ""team"": ""TR""}, {""name"": ""Fake Russian"", ""kills"": 7, ""deaths"": 10, ""flag"": ""🇷"", ""team"": ""TR""}]",2025-09-26,29
de_mirage,First Half,3,12,"[{""name"": ""w1z"", ""kills"": 21, ""deaths"": 7, ""flag"": ""🇳"", ""team"": ""CT""}, {""name"": ""employeeoftheyear"", ""kills"": 16, ""deaths"": 11, ""flag"": ""🇱"", ""team"": ""CT""}, {""name"": ""OBBE_ex"", ""kills"": 9, ""deaths"": 12, ""flag"": ""🇷"", ""team"": ""CT""}, {""name"": ""keep calm"", ""kills"": 8, ""deaths"": 6, ""flag"": ""🇫"", ""team"": ""CT""}, {""name"": ""亡廾乇亡片爪丹卞乇"", ""kills"": 7, ""deaths"": 8, ""flag"": ""🇩"", ""team"": ""CT""}, {""name"": ""go spec by ljuenna"", ""kills"": 13, ""deaths"": 11, ""flag"": ""🇹"", ""team"": ""TR""}, {""name"": ""BOMBACI MULAYiM"", ""kills"": 9, ""deaths"": 12, ""flag"": ""🇹"", ""team"": ""TR""}, {""name"": ""Bang Bang"", ""kills"": 8, ""deaths"": 12, ""flag"": ""🏳"", ""team"": ""TR""}, {""name"": ""a乄3"", ""kills"": 6, ""deaths"": 12, ""flag"": ""🇺"", ""team"": ""TR""}, {""name"": ""KaiSeR彡SoZe"", ""kills"": 4, ""deaths"": 15, ""flag"": ""🇩"", ""team"": ""TR""}]",2025-09-26,30
de_mirage,Second Half,4,0,"[{""name"": ""w1z"", ""kills"": 8, ""deaths"": 2, ""flag"": ""🇳"", ""team"": ""CT""}, {""name"": ""employeeoftheyear"", ""kills"": 6, ""deaths"": 1, ""flag"": ""🇱"", ""team"": ""CT""}, {""name"": ""keep calm"", ""kills"": 3, ""deaths"": 2, ""flag"": ""🇫"", ""team"": ""CT""}, {""name"": ""OBBE_ex"", ""kills"": 2, ""deaths"": 4, ""flag"": ""🇷"", ""team"": ""CT""}, {""name"": ""亡廾乇亡片爪丹卞乇"", ""kills"": 1, ""deaths"": 2, ""flag"": ""🇩"", ""team"": ""CT""}, {""name"": ""go spec by ljuenna"", ""kills"": 5, ""deaths"": 4, ""flag"": ""🇹"", ""team"": ""TR""}, {""name"": ""KaiSeR彡SoZe"", ""kills"": 4, ""deaths"": 4, ""flag"": ""🇩"", ""team"": ""TR""}, {""name"": ""BOMBACI MULAYiM"", ""kills"": 1, ""deaths"": 4, ""flag"": ""🇹"", ""team"": ""TR""}, {""name"": ""a乄3"", ""kills"": 1, ""deaths"": 4, ""flag"": ""🇺"", ""team"": ""TR""}, {""name"": ""Bang Bang"", ""kills"": 0, ""deaths"": 4, ""flag"": ""🏳"", ""team"": ""TR""}]",2025-09-26,30
de_dust2,First Half,5,10,"[{""name"": ""employeeoftheyear"", ""kills"": 15, ""deaths"": 12, ""flag"": ""🇱"", ""team"": ""CT""}, {""name"": ""poopies__"", ""kills"": 10, ""deaths"": 14, ""flag"": ""🇺"", ""team"": ""CT""}, {""name"": ""亡廾乇亡片爪丹卞乇"", ""kills"": 9, ""deaths"": 14, ""flag"": ""🇩"", ""team"": ""CT""}, {""name"": ""Barkas"", ""kills"": 8, ""deaths"": 12, ""flag"": ""🇨"", ""team"": ""CT""}, {""name"": ""Fake Russian"", ""kills"": 4, ""deaths"": 13, ""flag"": ""🇷"", ""team"": ""CT""}, {""name"": ""go spec by ljuenna"", ""kills"": 32, ""deaths"": 7, ""flag"": ""🇹"", ""team"": ""TR""}, {""name"": ""REDWOOD OG"", ""kills"": 10, ""deaths"": 11, ""flag"": ""🇺"", ""team"": ""TR""}, {""name"": ""SyasXpeek"", ""kills"": 9, ""deaths"": 6, ""flag"": ""🇧"", ""team"": ""TR""}, {""name"": ""SS l RichNigga_ex"", ""kills"": 9, ""deaths"": 10, ""flag"": ""🇨"", ""team"": ""TR""}, {""name"": ""OBBE_ex"", ""kills"": 7, ""deaths"": 13, ""flag"": ""🇷"", ""team"": ""TR""}]",2025-09-27,31
de_dust2,Second Half,6,8,"[{""name"": ""go spec by ljuenna"", ""kills"": 15, ""deaths"": 8, ""flag"": ""🇹"", ""team"": ""CT""}, {""name"": ""SyasXpeek"", ""kills"": 12, ""deaths"": 10, ""flag"": ""🇧"", ""team"": ""CT""}, {""name"": ""OBBE_ex"", ""kills"": 9, ""deaths"": 11, ""flag"": ""🇷"", ""team"": ""CT""}, {""name"": ""REDWOOD OG"", ""kills"": 7, ""deaths"": 12, ""flag"": ""🇺"", ""team"": ""CT""}, {""name"": ""SS l RichNigga_ex"", ""kills"": 3, ""deaths"": 11, ""flag"": ""🇨"", ""team"": ""CT""}, {""name"": ""亡廾乇亡片爪丹卞乇"", ""kills"": 14, ""deaths"": 8, ""flag"": ""🇩"", ""team"": ""TR""}, {""name"": ""Barkas"", ""kills"": 10, ""deaths"": 9, ""flag"": ""🇨"", ""team"": ""TR""}, {""name"": ""poopies__"", ""kills"": 9, ""deaths"": 9, ""flag"": ""🇺"", ""team"": ""TR""}, {""name"": ""employeeoftheyear"", ""kills"": 9, ""deaths"": 13, ""flag"": ""🇱"", ""team"": ""TR""}, {""name"": ""Fake Russian"", ""kills"": 8, ""deaths"": 9, ""flag"": ""🇷"", ""team"": ""TR""}]",2025-09-27,31
de_inferno,First Half,4,11,"[{""name"": ""_hell"", ""kills"": 16, ""deaths"": 13, ""flag"": ""🇺"", ""team"": ""CT""}, {""name"": ""employeeoftheyear"", ""kills"": 12, ""deaths"": 14, ""flag"": ""🇱"", ""team"": ""CT""}, {""name"": ""亡廾乇亡片爪丹卞乇"", ""kills"": 6, ""deaths"": 13, ""flag"": ""🇩"", ""team"": ""CT""}, {""name"": ""SyasXpeek"", ""kills"": 4, ""deaths"": 12, ""flag"": ""🇧"", ""team"": ""CT""}, {""name"": ""Fake Russian"", ""kills"": 1, ""deaths"": 14, ""flag"": ""🇷"", ""team"": ""CT""}, {""name"": ""ljuenna_ex"", ""kills"": 27, ""deaths"": 7, ""flag"": ""🇹"", ""team"": ""TR""}, {""name"": ""SS l RichNigga_ex"", ""kills"": 14, ""deaths"": 8, ""flag"": ""🇨"", ""team"": ""TR""}, {""name"": ""OBBE_ex"", ""kills"": 10, ""deaths"": 9, ""flag"": ""🇷"", ""team"": ""TR""}, {""name"": ""REDWOOD OG"", ""kills"": 9, ""deaths"": 8, ""flag"": ""🇺"", ""team"": ""TR""}, {""name"": ""Barkas"", ""kills"": 7, ""deaths"": 9, ""flag"": ""🇨"", ""team"": ""TR""}]",2025-09-27,32
de_inferno,Second Half,5,5,"[{""name"": ""ljuenna_ex"", ""kills"": 14, ""deaths"": 5, ""flag"": ""🇹"", ""team"": ""CT""}, {""name"": ""SS l RichNigga_ex"", ""kills"": 6, ""deaths"": 10, ""flag"": ""🇨"", ""team"": ""CT""}, {""name"": ""REDWOOD OG"", ""kills"": 6, ""deaths"": 9, ""flag"": ""🇺"", ""team"": ""CT""}, {""name"": ""Barkas"", ""kills"": 5, ""deaths"": 7, ""flag"": ""🇨"", ""team"": ""CT""}, {""name"": ""OBBE_ex"", ""kills"": 2, ""deaths"": 9, ""flag"": ""🇷"", ""team"": ""CT""}, {""name"": ""亡廾乇亡片爪丹卞乇"", ""kills"": 12, ""deaths"": 6, ""flag"": ""🇩"", ""team"": ""TR""}, {""name"": ""employeeoftheyear"", ""kills"": 11, ""deaths"": 6, ""flag"": ""🇱"", ""team"": ""TR""}, {""name"": ""SyasXpeek"", ""kills"": 9, ""deaths"": 8, ""flag"": ""🇧"", ""team"": ""TR""}, {""name"": ""_hell"", ""kills"": 6, ""deaths"": 8, ""flag"": ""🇺"", ""team"": ""TR""}, {""name"": ""Fake Russian"", ""kills"": 4, ""deaths"": 6, ""flag"": ""🇷"", ""team"": ""TR""}]",2025-09-27,32
